,x_0(xi_1),x_0(xi_2),x_0(xi_3),x_0(xi_4),x_0(xi_5),err_x_0(xi_1),err_x_0(xi_2),err_x_0(xi_3),err_x_0(xi_4),err_x_0(xi_5)
0,-0.7683628235954688,0.44079278162366337,4.297983139895207,20.509428965484123,21.25711038306792,0.2516280052491969,0.2384844206117992,0.3461152238189841,0.9588083450610294,3.0118850869649263
1,3.277550121660428,-2.455790778644615,4.464570463654513,17.804083309385295,77.13368897523016,0.7286309856196006,0.6777898130763075,1.0763720079084018,2.908965252881959,9.178938804888737
2,-1.5784088790995756,2.058561182738352,4.615542726270099,14.69181920200015,25.242181336191752,0.2381645071836192,0.22441730041468244,0.3522367348350791,0.9159613355446756,2.895529782430963
3,-1.0579264393908516,0.6348256438821805,5.259845769076057,17.00554522833431,19.740276946188285,0.24715199344865757,0.22276627645200464,0.35315764111640624,0.9081630991862498,2.941350489630801
4,-2.1883268266351497,0.05744476256273215,3.5361485352734037,14.641730357993929,12.823406855929417,0.23256420546898565,0.21852507412918357,0.3400535521451191,0.9718113725624817,2.870415770431066
5,-4.256326860647326,8.72133546323213,8.15388613055322,31.918310358212263,49.643064459201,0.31611207126667923,0.2870009631649162,0.459356573875821,1.2459342918711422,4.069789797542807
6,-3.286519872566284,9.225861718972881,8.36624208026791,28.47299479796912,25.77312714073699,0.30770799500190554,0.284579738594002,0.4594103195491378,1.2057093014099265,3.981953450309469
7,-3.907432751641308,9.61542151858643,8.317496344743267,26.829251230490485,30.8791523264323,0.312604258740373,0.2976214420946243,0.48003075781487814,1.2871473348095137,4.306099320451523
8,7.3709797535281805,-6.059712638899576,-19.06600465039664,-37.49511077834252,-65.1830098196903,0.2407208467612162,0.22670940525761513,0.35776713149502437,0.977877550873713,2.9974945793534205
9,-0.19632190057084853,2.529465320001447,8.273376704851794,20.690447296238982,14.90958357576025,0.1975487602318601,0.1863061668524015,0.3027246900415594,0.7818758642920556,2.5026872037057935
10,1.3025725834613862,2.6099267565253417,7.607427575041844,14.886777181265245,18.714525683287142,0.20013679416450178,0.17705101624811792,0.28780089175632717,0.7517981544190946,2.5265408254949455
11,3.0626390437952216,2.2320580131999166,5.826935788300628,13.28952292728498,10.863073765228949,0.2762211483401963,0.26399452223672043,0.4332193745000502,1.1294923312096559,3.5321821009764296
12,8.287301816631397,-3.2027638864690395,-14.182958042157365,-34.822911957786786,-34.970426441623225,0.2255868097840612,0.2026970618440405,0.3221694989555717,0.8452713178111924,2.864992329247131
13,1.2928478688746063,3.2303872281215327,7.986113582721943,5.165378797417175,53.38150416999152,0.22061082631286486,0.20892898246998798,0.32960431822935643,0.8531918410192076,2.6712700354001035
14,11.304710559464624,3.1238497800560645,0.0791761718550997,-15.227245051315581,-2.05709332113097,0.21510307279776567,0.20211434727395414,0.3278914285611792,0.8676181898094614,2.8824747352095987
15,6.708561165704711,3.1171183673941205,6.398759261263324,-3.6729965904114836,57.04724316420345,0.31241384887146917,0.28976510857724247,0.4739243623081793,1.2101111215275857,3.9799986756444667
16,5.2224739573057795,3.5260841716723688,2.4577744882664185,-4.122203929265811,42.28257870598424,0.24553196132837976,0.2269262455354309,0.3646268640486873,0.9594797430828217,3.376692840512611
17,7.7709269878879415,0.7914736649768025,-0.37048210081748056,-4.676428799067817,28.93504373849855,0.2314856451865871,0.2259481457522458,0.3657114782882502,0.9768670073113477,3.2306356722415854
18,5.273596373902903,3.6916818641174753,6.160096911030277,-2.4488368764017157,61.90217530551284,0.34341445149087324,0.315370595673491,0.5112050089420194,1.339079454561602,4.357268150588982
19,-2.945605803390644,-6.224170161877447,-15.785509743958581,-28.495549881072023,-53.007549552518604,0.24456472804098955,0.2378307176473867,0.3755073958512787,1.0123181691907808,3.048290421558528
