,x_0(xi_1),x_0(xi_2),x_0(xi_3),x_0(xi_4),x_0(xi_5),err_x_0(xi_1),err_x_0(xi_2),err_x_0(xi_3),err_x_0(xi_4),err_x_0(xi_5)
20,-2.672910943298097,-5.457664579225086,-15.53150247814524,-29.21325908409402,-41.19007020506375,0.3121731936377123,0.28887645479266366,0.46724760487970235,1.2365780765889325,3.610508455333693
21,-9.862492083787513,-4.347807519760624,-2.695076764015507,-6.0850650472385635,-10.824622358669036,0.29101027822844994,0.2698719211431101,0.42654438706168935,1.1017758707123497,3.461371986724397
22,-9.320941759306418,-5.678487135476971,-4.046959738893774,-9.8609864979212,11.649629734990974,0.2790239995454857,0.26784640448183783,0.42363308643538383,1.1095688431160589,3.3997403695447077
23,-4.134017241931693,-8.278293948232603,-15.995637322368909,-26.324438255031954,-57.55449256812614,0.2802355451521356,0.2686071564936152,0.41990790819036866,1.118114682296767,3.3440790871350314
24,-3.7246632746450716,-8.73718274525531,-14.912945839208104,-22.463994868134428,-54.97831307726542,0.2834895648793235,0.26240094045756523,0.4245896955327023,1.1223283936157806,3.4528260551990733
25,-3.70838907913977,-7.569990727549814,-15.511035230229938,-19.815947576766177,-62.97389830746097,0.2856537388127491,0.26943239687449455,0.4248259308502644,1.100777056672877,3.638286330832089
26,-3.437503641566614,-7.150168030358104,-15.574790219335913,-27.109178179320935,-46.44690577585341,0.2812926818766988,0.2688242401952939,0.43546966960702505,1.1055509190789983,3.3404793007147684
27,-1.3058532829257623,0.9857053346245747,6.789180017096833,22.932192870526748,44.69923111426366,0.29872150638857786,0.2790282977118434,0.4444458733321938,1.169786472768885,3.730122016107092
28,-1.7343918406332368,2.1407584075842654,9.078098738808686,21.70125810980469,42.1640964929959,0.29949505054329734,0.2802714730522881,0.4450445841952597,1.154836551676914,3.7840876491579056
29,-0.20879946282545866,-6.86785964746141,-11.525416104564302,-13.001216252539725,-20.352640555043,0.2834357931751033,0.2688198630785796,0.4340213399749856,1.1033177256595534,3.6810881481257756
30,-0.06668367224265626,-7.606551275480318,-11.099914403662961,-18.224252410526983,-24.553079334077456,0.27952178459323546,0.2736807394141418,0.43056334976334215,1.1317657037000888,3.720525249342953
31,-0.8540647447154999,-7.160913905528848,-11.260254697830735,-13.583888179539462,-14.837811199697285,0.2811392707095936,0.27001578001980525,0.4241585045396817,1.1531915614274824,3.7151731887879267
32,1.3353193871984559,1.7081374753296004,6.797048365161446,10.895918428325942,7.603757810287789,0.2801667194356872,0.25835615002441426,0.42403189827105386,1.1401336614045265,3.8129850866052992
33,0.6311853240284274,1.2336964712142295,6.029954047509032,6.104903114687483,3.5189279117342904,0.28016590905084043,0.2745594863739644,0.42798110581662185,1.1629525598171704,3.8233516504128877
34,-0.26679851718812037,2.2909760928720577,4.995731829078372,7.234562672686913,4.476753417389955,0.2682211523274938,0.2711542934299711,0.4356657154998347,1.1360055642713003,3.6347942923987393
35,-1.926788800541003,-1.0667097798419332,-2.38679074621375,4.216112193585496,-8.176022881858596,0.3726481740075539,0.35915571684555164,0.5783527484517211,1.6034081663387936,4.778168516529335
36,-1.3190830134167344,-0.4005541378035772,0.5069584969431213,-1.0045785195079926,-15.787814048034361,0.28277198500193024,0.27070528421488255,0.42405209561566803,1.1329655962550595,3.7573054413209768
37,-1.7137807070507336,0.06890546076522922,0.47040195825083014,-1.3436821940910906,-19.592797898567873,0.2785580931402583,0.26374392741243163,0.4304658773062939,1.1163487262168836,3.7209382008666467
38,-7.621283501072194,1.594712792487174,4.748978569898905,-1.7822514391016355,-6.608961350673144,0.2923830283705723,0.2689087288804337,0.43842348305991036,1.103266134587782,3.7149744156885975
39,-8.25754451453608,3.1684801669792515,4.712290788522865,-1.4592119563521821,-22.730267889252907,0.3064928133500509,0.27040220965601863,0.44260133543311175,1.1576548589987037,3.6221390057500233
40,-8.642725260210918,1.9470409255326004,4.769633630614751,1.5044324387293455,-17.6324776154167,0.3005190254668707,0.27550270807045235,0.45693652687105646,1.12479862970381,3.7033227411052474
41,2.173007664675294,4.430082166500807,9.761325677187315,16.587915048243946,-9.901161301358806,0.27540134398946775,0.2648715868553859,0.42900918178335196,1.0721284844067438,3.508313635501301
42,2.5087278020680412,4.501548222784649,9.101685349684862,13.752021507259172,-11.367258461663443,0.27434093731188497,0.27717350746254854,0.42282383399125684,1.114387748611336,3.479954481730247
43,1.7010769149119227,4.3303781013379155,9.663053507005314,11.27574068678894,-4.062939888725007,0.289008836354277,0.27202757482588596,0.42404482156451534,1.0830307374257677,3.5528650750236004
